 1 1 -0.270480832 -1.79236797 -0.115449065  0.0980117791
 1 2 -0.880447402 -0.872432721  0.0415630617  0.00878533254
 1 3 -0.571114124 -0.579564052 -0.33757663  0.00767130781
 1 4 -0.259945487 -1.25151873  0.366698088  0.00726281608
 1 5 -1.37700792 -0.923578364 -0.0180074499  0.0104859616
 1 6 -0.960943121 -0.904078116 -0.316086347  0.00818946436
 1 7 -0.786426418 -0.491101028 -0.436427567  0.00933213379
 1 8  0.0432443257 -0.0842299213  0.224898351  0.00646158468
 1 9 -0.560517207 -0.853811485 -0.0882485499  0.008239362
 1 10 -0.236454299  0.0647594081 -0.407824015  0.00971779056
 1 11  0.538130973  0.345014909  0.879323172  0.00492889565
 1 12  1.99046611  0.490824832  1.3252306 -0.00148938426
 1 13  0.622457379  0.434302703  0.592736032  0.000409142029
 1 14 -0.287057152 -0.171220223  0.300876598  0.00471549669
 1 15  0.339925015 -0.262455944  0.546214564  0.00545394611
 1 16  0.628780269 -0.153663293  0.138605742  0.00225669921
 1 17  0.77559911 -0.0754888122 -0.0143472926  0.00148608376
 1 18  0.703288518  1.01796693  0.436898531 -0.000792405363
 1 19  1.03466365  0.0522890898  0.195707509 -0.00165344162
 1 20  0.520759061  0.459004266  0.0370102485 -0.00152540618
 2 2 -1.08923267 -1.10789966 -0.0153394656  0.00398407596
 2 3 -0.806431222 -0.706093956 -0.39032739  0.00354907248
 2 4 -0.500564447 -0.922908589 -0.153510794  0.000768188796
 2 5 -1.40599419 -1.16902737 -0.082858042  0.00606561526
 2 6 -1.38010892 -1.03195778 -0.153157421  0.00382868506
 2 7 -0.452023825 -0.837933687 -0.399730186  0.00438012158
 2 8  0.166883824 -0.254818695  0.0942692021  0.00130677848
 2 9 -0.720726693 -1.01698726 -0.0405382226  0.00277383761
 2 10 -0.191551193 -0.236204457 -0.435075835  0.00395121984
 2 11  0.169352791  0.0168322789  0.697035447 -0.00102251901
 2 12  1.39779983  0.349030774  1.34228284 -0.00447608081
 2 13  0.562524347  0.560749209  0.524217235 -0.00226179844
 2 14 -0.0332012179 -0.248249807  0.347818794  0.000131189063
 2 15  0.178788437  0.00540074774  0.411550167  0.000543079379
 2 16  0.548648346 -0.109370612 -0.0999723146  0.000153099338
 2 17  0.454368942 -0.115800493 -0.25659259 -0.000841630035
 2 18  1.03032763  0.848185948  0.424504652 -0.00308361537
 2 19  1.11176679  0.165078814 -0.0705339901 -0.00119166043
 2 20  0.925949946  0.159159532 -0.0706324585 -0.00172643869
 3 3 -0.95671882 -0.558459643 -0.734833687  0.00637705508
 3 4 -0.0553612539 -0.566814506 -0.35338234  0.00116936872
 3 5 -1.53516465 -0.886785002 -0.392159751  0.00741537311
 3 6 -1.59167645 -0.866673146 -0.558694008  0.00688307616
 3 7 -0.582462726 -0.436732285 -0.781460291  0.00369170252
 3 8  0.220370782  0.327294667 -0.0867942794  0.000662200481
 3 9 -0.435132456 -0.621414572 -0.344647348  0.00343932313
 3 10 -0.245084777 -0.0261886609 -0.710427519  0.00677101547
 3 11  0.12592619  0.394241837  0.414579838 -0.00137336426
 3 12  1.42483253  0.976354178  0.819541337 -0.00574062024
 3 13  1.14416833  0.957001307  0.148917066 -0.00239753279
 3 14 -0.0315631464  0.0945935327 -0.0282577188  0.00048943547
 3 15  0.510132276  0.315435816  0.053530058 -0.000340990069
 3 16  0.615353584  0.260908662 -0.448635335  0.00157356506
 3 17  0.671236084  0.373265166 -0.506857832  0.00122893721
